68655,2014-07-13T00:00:00.000+05:30,84
68215,2014-03-07T00:00:00.000+05:30,182
68641,2014-07-07T00:00:00.000+05:30,221
68135,2014-02-13T00:00:00.000+05:30,254
68466,2014-05-18T00:00:00.000+05:30,334
68855,2014-06-02T00:00:00.000+05:30,403
68287,2014-03-29T00:00:00.000+05:30,623
68475,2014-05-20T00:00:00.000+05:30,883
68538,2014-06-09T00:00:00.000+05:30,915
68338,2014-04-12T00:00:00.000+05:30,942
68683,2014-07-21T00:00:00.000+05:30,1338
68497,2014-05-25T00:00:00.000+05:30,1973
68881,2014-07-19T00:00:00.000+05:30,2518
68251,2014-03-20T00:00:00.000+05:30,2571
68070,2014-01-29T00:00:00.000+05:30,2701
68244,2014-03-18T00:00:00.000+05:30,2945
68861,2014-06-13T00:00:00.000+05:30,3031
67892,2013-12-09T00:00:00.000+05:30,3182
67961,2013-12-28T00:00:00.000+05:30,3532
68259,2014-03-22T00:00:00.000+05:30,3549
68032,2014-01-19T00:00:00.000+05:30,3589
68014,2014-01-14T00:00:00.000+05:30,3639
68866,2014-06-20T00:00:00.000+05:30,3890
68580,2014-06-22T00:00:00.000+05:30,4751
68511,2014-05-31T00:00:00.000+05:30,5012
67951,2013-12-26T00:00:00.000+05:30,5030
68378,2014-04-23T00:00:00.000+05:30,5175
68115,2014-02-10T00:00:00.000+05:30,5283
68063,2014-01-26T00:00:00.000+05:30,5384
68405,2014-04-30T00:00:00.000+05:30,6224
68350,2014-04-15T00:00:00.000+05:30,6649
67895,2013-12-09T00:00:00.000+05:30,6978
68056,2014-01-25T00:00:00.000+05:30,7158
68055,2014-01-24T00:00:00.000+05:30,7348
68188,2014-02-28T00:00:00.000+05:30,7403
68539,2014-06-10T00:00:00.000+05:30,7445
68417,2014-05-04T00:00:00.000+05:30,7553
68112,2014-02-08T00:00:00.000+05:30,7798
68367,2014-04-21T00:00:00.000+05:30,7962
67976,2014-01-03T00:00:00.000+05:30,7972
68379,2014-04-23T00:00:00.000+05:30,8018
68729,2013-10-09T00:00:00.000+05:30,8043
68121,2014-02-11T00:00:00.000+05:30,8061
68752,2013-11-14T00:00:00.000+05:30,8271
68173,2014-02-23T00:00:00.000+05:30,8578
68337,2014-04-11T00:00:00.000+05:30,8897
68075,2014-01-30T00:00:00.000+05:30,9325
68020,2014-01-16T00:00:00.000+05:30,9529
67944,2013-12-25T00:00:00.000+05:30,9739
68342,2014-04-13T00:00:00.000+05:30,10009
68825,2014-04-10T00:00:00.000+05:30,10201
68015,2014-01-15T00:00:00.000+05:30,10597
68464,2014-05-18T00:00:00.000+05:30,11001
68851,2014-05-26T00:00:00.000+05:30,11193
68685,2014-07-23T00:00:00.000+05:30,11426
68640,2014-07-07T00:00:00.000+05:30,11447
68359,2014-04-18T00:00:00.000+05:30,11512
68098,2014-02-03T00:00:00.000+05:30,11846
67887,2013-12-08T00:00:00.000+05:30,12108
