68815,2014-03-25T00:00:00.000+05:30,1078
68299,2014-04-02T00:00:00.000+05:30,1420
68021,2014-01-17T00:00:00.000+05:30,1605
68717,2013-09-13T00:00:00.000+05:30,1785
67948,2013-12-26T00:00:00.000+05:30,2071
67922,2013-12-19T00:00:00.000+05:30,2149
68489,2014-05-23T00:00:00.000+05:30,2180
68247,2014-03-19T00:00:00.000+05:30,2435
68687,2014-07-23T00:00:00.000+05:30,2609
68157,2014-02-19T00:00:00.000+05:30,2678
67917,2013-12-17T00:00:00.000+05:30,2873
68131,2014-02-12T00:00:00.000+05:30,3291
67967,2013-12-29T00:00:00.000+05:30,3396
68720,2013-09-18T00:00:00.000+05:30,5079
68228,2014-03-13T00:00:00.000+05:30,5338
68196,2014-03-02T00:00:00.000+05:30,5733
68570,2014-06-19T00:00:00.000+05:30,6015
68642,2014-07-08T00:00:00.000+05:30,6049
68668,2014-07-17T00:00:00.000+05:30,6140
67907,2013-12-13T00:00:00.000+05:30,6170
68848,2014-05-22T00:00:00.000+05:30,6517
67977,2014-01-03T00:00:00.000+05:30,9006
68657,2014-07-13T00:00:00.000+05:30,9211
68747,2013-11-07T00:00:00.000+05:30,10192
67916,2013-12-17T00:00:00.000+05:30,11600
68487,2014-05-23T00:00:00.000+05:30,11710
68274,2014-03-25T00:00:00.000+05:30,12119
