68097,2014-02-03T00:00:00.000+05:30,96
68756,2013-11-19T00:00:00.000+05:30,525
67987,2014-01-06T00:00:00.000+05:30,1021
68161,2014-02-20T00:00:00.000+05:30,1525
68165,2014-02-22T00:00:00.000+05:30,1547
68420,2014-05-05T00:00:00.000+05:30,1550
68152,2014-02-18T00:00:00.000+05:30,2015
68477,2014-05-20T00:00:00.000+05:30,2076
68566,2014-06-17T00:00:00.000+05:30,2214
68667,2014-07-17T00:00:00.000+05:30,2920
68230,2014-03-13T00:00:00.000+05:30,3429
68067,2014-01-29T00:00:00.000+05:30,3497
68424,2014-05-07T00:00:00.000+05:30,4320
68840,2014-05-11T00:00:00.000+05:30,4399
68291,2014-03-30T00:00:00.000+05:30,4470
68527,2014-06-06T00:00:00.000+05:30,5337
68627,2014-07-03T00:00:00.000+05:30,5493
68626,2014-07-02T00:00:00.000+05:30,5548
68273,2014-03-25T00:00:00.000+05:30,5970
68493,2014-05-24T00:00:00.000+05:30,7013
68622,2014-07-02T00:00:00.000+05:30,8186
68064,2014-01-27T00:00:00.000+05:30,8484
68758,2013-11-23T00:00:00.000+05:30,8572
68781,2014-01-08T00:00:00.000+05:30,9037
68504,2014-05-29T00:00:00.000+05:30,9094
68691,2013-07-25T00:00:00.000+05:30,9127
68340,2014-04-13T00:00:00.000+05:30,9353
68803,2014-02-23T00:00:00.000+05:30,9397
67986,2014-01-06T00:00:00.000+05:30,9862
68140,2014-02-16T00:00:00.000+05:30,9979
68790,2014-01-26T00:00:00.000+05:30,10302
68582,2014-06-22T00:00:00.000+05:30,10705
67923,2013-12-19T00:00:00.000+05:30,11633
