68051,2014-01-24T00:00:00.000+05:30,70
68628,2014-07-03T00:00:00.000+05:30,223
68330,2014-04-09T00:00:00.000+05:30,494
68676,2014-07-19T00:00:00.000+05:30,576
67934,2013-12-23T00:00:00.000+05:30,595
67910,2013-12-15T00:00:00.000+05:30,1627
68574,2014-06-20T00:00:00.000+05:30,1837
68101,2014-02-05T00:00:00.000+05:30,2288
68537,2014-06-08T00:00:00.000+05:30,2596
67972,2014-01-01T00:00:00.000+05:30,2602
68202,2014-03-03T00:00:00.000+05:30,2736
68352,2014-04-16T00:00:00.000+05:30,2804
68346,2014-04-15T00:00:00.000+05:30,3161
68653,2014-07-11T00:00:00.000+05:30,3263
68044,2014-01-22T00:00:00.000+05:30,3446
68565,2014-06-17T00:00:00.000+05:30,4715
68216,2014-03-07T00:00:00.000+05:30,4861
67888,2013-12-08T00:00:00.000+05:30,5430
68104,2014-02-06T00:00:00.000+05:30,5913
68629,2014-07-04T00:00:00.000+05:30,7369
68579,2014-06-21T00:00:00.000+05:30,9038
67893,2013-12-09T00:00:00.000+05:30,9099
68153,2014-02-18T00:00:00.000+05:30,9215
68321,2014-04-07T00:00:00.000+05:30,10195
68583,2014-06-22T00:00:00.000+05:30,11149
68650,2014-07-10T00:00:00.000+05:30,11193
68445,2014-05-12T00:00:00.000+05:30,12064
